Comment,Designator,Footprint,LCSC
X0511WVS-24AS-LPV01,"J1,J3",X0511WVS-24AS-LPV01,C2925345
X0511FVS-24AS-LPV01,"J2,J4",X0511FVS-24AS-LPV01,C2925346
Conn_01x09,J6,PinHeader_1x09_P2.54mm_Vertical,
Conn_01x06,J5,PinHeader_1x06_P2.54mm_Vertical,
